N,P,K,ph,soil_health_score,deficiency_report,soil_health_class
32,138,197,5.908724337000001,40.0,"N deficient, P excess, K excess",Poor
11,124,204,6.361141107000001,40.0,"N deficient, P excess, K excess",Poor
23,138,200,5.96537863,40.0,"N deficient, P excess, K excess",Poor
40,143,201,6.476757723,50.0,"N deficient, P excess, K excess",Moderate
6,142,202,6.224542938,40.0,"N deficient, P excess, K excess",Poor
37,124,195,6.209928251,40.0,"N deficient, P excess, K excess",Poor
35,134,204,5.841138354,40.0,"N deficient, P excess, K excess",Poor
119,25,51,6.283818329,80.0,P deficient,Healthy
119,19,55,6.818261382999999,80.0,P deficient,Healthy
105,30,50,6.37620108,80.0,P deficient,Healthy
114,8,50,6.581587932000001,80.0,P deficient,Healthy
93,22,52,6.932739726,80.0,P deficient,Healthy
80,26,55,6.140099215,80.0,P deficient,Healthy
85,27,45,6.467095849,80.0,P deficient,Healthy
85,22,53,6.849471704,80.0,P deficient,Healthy
82,22,45,6.512196212,80.0,P deficient,Healthy
118,13,54,6.039584629,80.0,P deficient,Healthy
83,25,53,6.057697106,80.0,P deficient,Healthy
86,15,47,6.423898762,80.0,P deficient,Healthy
101,10,47,6.936997681,80.0,P deficient,Healthy
119,9,50,6.251286661,80.0,P deficient,Healthy
104,17,46,6.190015912000001,80.0,P deficient,Healthy
95,12,51,6.681606702000001,80.0,P deficient,Healthy
102,14,52,6.51075991,80.0,P deficient,Healthy
109,21,55,6.770278088,80.0,P deficient,Healthy
81,18,50,6.429788072999999,80.0,P deficient,Healthy
103,17,51,6.209888345,80.0,P deficient,Healthy
105,14,50,6.419052193,80.0,P deficient,Healthy
97,8,52,6.237861736,80.0,P deficient,Healthy
120,19,49,6.762471628999998,80.0,P deficient,Healthy
95,16,55,6.612847999,80.0,P deficient,Healthy
83,29,52,6.704688865,80.0,P deficient,Healthy
83,9,45,6.049609892,80.0,P deficient,Healthy
91,21,50,6.762030215,80.0,P deficient,Healthy
116,5,54,6.65398725,80.0,P deficient,Healthy
112,28,54,6.738030547,80.0,P deficient,Healthy
88,29,51,6.095689937,80.0,P deficient,Healthy
118,15,45,6.538006356,80.0,P deficient,Healthy
92,21,48,6.377427122,80.0,P deficient,Healthy
106,14,45,6.417011754,80.0,P deficient,Healthy
99,5,47,6.649086972,80.0,P deficient,Healthy
98,8,51,6.25933595,80.0,P deficient,Healthy
108,22,46,6.121168559,80.0,P deficient,Healthy
119,7,55,6.031424482,80.0,P deficient,Healthy
117,27,48,6.835268183999999,80.0,P deficient,Healthy
109,10,53,6.5517503060000015,80.0,P deficient,Healthy
80,16,46,6.940236218,80.0,P deficient,Healthy
100,18,52,6.87606733,80.0,P deficient,Healthy
91,7,53,6.457216535,80.0,P deficient,Healthy
86,6,53,6.921847887999999,80.0,P deficient,Healthy
107,5,52,6.8814257460000015,80.0,P deficient,Healthy
103,16,49,6.915717008,80.0,P deficient,Healthy
101,20,48,6.206247493999999,80.0,P deficient,Healthy
85,25,47,6.29542477,80.0,P deficient,Healthy
84,7,51,6.399669044,80.0,P deficient,Healthy
102,28,54,6.862157042000001,80.0,P deficient,Healthy
98,25,52,6.224066378,80.0,P deficient,Healthy
97,25,50,6.093814669,80.0,P deficient,Healthy
90,16,45,6.291540277999999,80.0,P deficient,Healthy
95,12,46,6.32281728,80.0,P deficient,Healthy
82,23,49,6.873283991,80.0,P deficient,Healthy
82,25,51,6.074209622000001,80.0,P deficient,Healthy
110,28,46,6.49889585,80.0,P deficient,Healthy
118,21,51,6.678805092,80.0,P deficient,Healthy
120,20,45,6.114128685,80.0,P deficient,Healthy
91,7,52,6.405054243,80.0,P deficient,Healthy
81,6,55,6.110142735,80.0,P deficient,Healthy
101,13,54,6.828982708,80.0,P deficient,Healthy
101,17,55,6.451499763999999,80.0,P deficient,Healthy
111,6,53,6.313512998999999,80.0,P deficient,Healthy
107,10,49,6.755192025,80.0,P deficient,Healthy
115,11,46,6.623167177000001,80.0,P deficient,Healthy
84,25,52,6.12532356,80.0,P deficient,Healthy
120,7,47,6.653867608,80.0,P deficient,Healthy
91,12,46,6.343942518,80.0,P deficient,Healthy
89,22,52,6.217300786,80.0,P deficient,Healthy
113,19,46,6.286387658,80.0,P deficient,Healthy
97,22,50,6.769893799999998,80.0,P deficient,Healthy
117,30,50,6.744966312000001,80.0,P deficient,Healthy
90,14,52,6.391858432,80.0,P deficient,Healthy
104,23,47,6.770434148,80.0,P deficient,Healthy
81,16,45,6.727468157000001,80.0,P deficient,Healthy
88,5,47,6.662244646,80.0,P deficient,Healthy
92,7,45,6.944640222,80.0,P deficient,Healthy
81,18,50,6.507110986,80.0,P deficient,Healthy
111,5,55,6.520663422,80.0,P deficient,Healthy
108,23,51,6.106500787000001,80.0,P deficient,Healthy
113,30,50,6.277484042999999,80.0,P deficient,Healthy
83,10,53,6.195142279,80.0,P deficient,Healthy
101,11,51,6.792035575,80.0,P deficient,Healthy
114,21,55,6.472756256,80.0,P deficient,Healthy
99,6,45,6.000975617000001,80.0,P deficient,Healthy
92,20,55,6.5877912620000005,80.0,P deficient,Healthy
92,7,48,6.956508826,80.0,P deficient,Healthy
91,24,55,6.259086582999999,80.0,P deficient,Healthy
110,21,54,6.747537642,80.0,P deficient,Healthy
112,25,51,6.932537231,80.0,P deficient,Healthy
89,25,54,6.353107392999999,80.0,P deficient,Healthy
100,10,53,6.211748957,80.0,P deficient,Healthy
83,22,54,6.277245253999999,80.0,P deficient,Healthy
95,14,50,6.560443519,80.0,P deficient,Healthy
119,30,49,6.903020221,80.0,P deficient,Healthy
97,12,47,6.765094963999998,80.0,P deficient,Healthy
110,7,45,6.189213927000001,80.0,P deficient,Healthy
96,18,50,6.904241707000001,80.0,P deficient,Healthy
83,23,55,6.463271076,80.0,P deficient,Healthy
120,24,47,6.260838965,80.0,P deficient,Healthy
115,17,55,6.776533055,80.0,P deficient,Healthy
114,27,48,6.528404377999999,80.0,P deficient,Healthy
101,25,52,6.750145572,80.0,P deficient,Healthy
118,18,52,6.562832807,80.0,P deficient,Healthy
95,26,45,6.117530021,80.0,P deficient,Healthy
81,25,49,6.076459669,80.0,P deficient,Healthy
117,24,53,6.293486295,80.0,P deficient,Healthy
114,30,51,6.069171847000001,80.0,P deficient,Healthy
113,6,52,6.740983646,80.0,P deficient,Healthy
108,26,52,6.201797639,80.0,P deficient,Healthy
81,30,48,6.041027474,80.0,P deficient,Healthy
115,9,52,6.019372459,80.0,P deficient,Healthy
83,7,45,6.704104127000001,80.0,P deficient,Healthy
84,21,55,6.494251024,80.0,P deficient,Healthy
109,26,45,6.224535448999998,80.0,P deficient,Healthy
95,27,55,6.160414414,80.0,P deficient,Healthy
119,5,55,6.168757984,80.0,P deficient,Healthy
110,14,51,6.085444691,80.0,P deficient,Healthy
82,18,48,6.1590508160000015,80.0,P deficient,Healthy
87,14,48,6.606033244,80.0,P deficient,Healthy
85,9,53,6.447662945,80.0,P deficient,Healthy
100,6,53,6.105909623,80.0,P deficient,Healthy
107,12,46,6.559763394,80.0,P deficient,Healthy
91,13,47,6.14410903,80.0,P deficient,Healthy
102,25,50,6.099662369,80.0,P deficient,Healthy
117,25,53,6.413927319,80.0,P deficient,Healthy
85,21,52,6.0751441160000015,80.0,P deficient,Healthy
104,25,55,6.123802502,80.0,P deficient,Healthy
102,24,54,6.698468621,80.0,P deficient,Healthy
116,25,50,6.088885814,80.0,P deficient,Healthy
100,17,48,6.367800632000001,80.0,P deficient,Healthy
110,25,54,6.425930938,80.0,P deficient,Healthy
104,25,51,6.469983276000002,80.0,P deficient,Healthy
107,11,54,6.094016337999999,80.0,P deficient,Healthy
98,26,52,6.150090898999999,80.0,P deficient,Healthy
88,17,52,6.646962425,80.0,P deficient,Healthy
87,25,46,6.379690748,80.0,P deficient,Healthy
120,8,46,6.732834334,80.0,P deficient,Healthy
95,13,46,6.126019932,80.0,P deficient,Healthy
108,22,47,6.161123579,80.0,P deficient,Healthy
82,13,52,6.442810053,80.0,P deficient,Healthy
120,23,55,6.732049075,80.0,P deficient,Healthy
110,22,47,6.243673725,80.0,P deficient,Healthy
95,23,45,6.266208727,80.0,P deficient,Healthy
106,10,49,6.350623739,80.0,P deficient,Healthy
99,12,52,6.002927293,80.0,P deficient,Healthy
106,20,51,6.342573112,80.0,P deficient,Healthy
83,11,53,6.163921247999999,80.0,P deficient,Healthy
117,19,55,6.121745389,80.0,P deficient,Healthy
98,26,49,6.130160472999999,80.0,P deficient,Healthy
113,20,48,6.440584681,80.0,P deficient,Healthy
101,17,47,6.185053234,80.0,P deficient,Healthy
98,7,45,6.157724816,80.0,P deficient,Healthy
93,22,48,6.776987974,80.0,P deficient,Healthy
95,21,47,6.431970877,80.0,P deficient,Healthy
109,12,48,6.708743843,80.0,P deficient,Healthy
118,12,47,6.010739645,80.0,P deficient,Healthy
100,14,49,6.365956657999999,80.0,P deficient,Healthy
89,9,47,6.6683827660000015,80.0,P deficient,Healthy
95,16,46,6.74669542,80.0,P deficient,Healthy
95,7,45,6.031665834,80.0,P deficient,Healthy
87,6,45,6.40077205,80.0,P deficient,Healthy
93,20,50,6.448792688999999,80.0,P deficient,Healthy
84,29,49,6.251420275,80.0,P deficient,Healthy
111,5,47,6.2744528110000015,80.0,P deficient,Healthy
111,5,52,6.135996372,80.0,P deficient,Healthy
111,15,54,6.194090172,80.0,P deficient,Healthy
89,11,47,6.327822962000001,80.0,P deficient,Healthy
110,15,48,6.2125672110000005,80.0,P deficient,Healthy
95,30,52,6.640470862999999,80.0,P deficient,Healthy
115,12,52,6.685553129,80.0,P deficient,Healthy
120,25,50,6.327210469,80.0,P deficient,Healthy
102,11,45,6.35544263,80.0,P deficient,Healthy
94,5,55,6.085682343999999,80.0,P deficient,Healthy
84,18,46,6.781050372999999,80.0,P deficient,Healthy
107,22,54,6.630301421,80.0,P deficient,Healthy
80,18,52,6.484799661,80.0,P deficient,Healthy
86,18,45,6.566759102000001,80.0,P deficient,Healthy
113,28,48,6.170520517999999,80.0,P deficient,Healthy
115,18,53,6.0124803510000016,80.0,P deficient,Healthy
82,20,54,6.541150335,80.0,P deficient,Healthy
98,22,47,6.341400922,80.0,P deficient,Healthy
117,25,54,6.150686363999999,80.0,P deficient,Healthy
83,15,49,6.438008152999999,80.0,P deficient,Healthy
120,16,51,6.547041902999999,80.0,P deficient,Healthy
111,5,50,6.399891457000001,80.0,P deficient,Healthy
85,21,47,6.186770318,80.0,P deficient,Healthy
90,23,54,6.159020864,80.0,P deficient,Healthy
99,29,55,6.660954816,80.0,P deficient,Healthy
102,11,47,6.504906978999999,80.0,P deficient,Healthy
80,18,51,6.706053225,80.0,P deficient,Healthy
87,21,52,6.067665497999999,80.0,P deficient,Healthy
114,8,52,6.419083092,80.0,P deficient,Healthy
99,6,46,6.39637861,80.0,P deficient,Healthy
89,25,50,6.375923383,80.0,P deficient,Healthy
96,13,55,6.700337732,80.0,P deficient,Healthy
82,26,47,6.565312652999999,80.0,P deficient,Healthy
106,21,52,6.286515359,80.0,P deficient,Healthy
90,15,52,6.448061578,80.0,P deficient,Healthy
106,16,54,6.585872508,80.0,P deficient,Healthy
24,128,196,5.521466996,40.0,"N deficient, P excess, K excess",Poor
7,144,197,6.133220586,40.0,"N deficient, P excess, K excess",Poor
14,128,205,6.226289556,40.0,"N deficient, P excess, K excess",Poor
8,120,201,6.321152192,40.0,"N deficient, P excess, K excess",Poor
20,129,201,5.587905967,40.0,"N deficient, P excess, K excess",Poor
32,137,204,5.824151692999999,40.0,"N deficient, P excess, K excess",Poor
27,139,205,5.7721799460000005,40.0,"N deficient, P excess, K excess",Poor
0,123,205,5.790993052,40.0,"N deficient, P excess, K excess",Poor
22,144,196,6.4992268210000015,40.0,"N deficient, P excess, K excess",Poor
1,124,199,5.658473817000001,40.0,"N deficient, P excess, K excess",Poor
30,122,197,5.573241391,40.0,"N deficient, P excess, K excess",Poor
29,121,196,6.079497202000001,40.0,"N deficient, P excess, K excess",Poor
13,126,204,6.3831802710000005,40.0,"N deficient, P excess, K excess",Poor
9,139,199,5.867420996,40.0,"N deficient, P excess, K excess",Poor
0,133,200,5.708418722,40.0,"N deficient, P excess, K excess",Poor
30,143,199,5.7983508000000015,40.0,"N deficient, P excess, K excess",Poor
36,140,198,6.28188384,40.0,"N deficient, P excess, K excess",Poor
37,137,199,5.697945522,40.0,"N deficient, P excess, K excess",Poor
33,121,203,5.6059340870000005,40.0,"N deficient, P excess, K excess",Poor
7,144,195,5.85648105,40.0,"N deficient, P excess, K excess",Poor
35,128,205,6.041053829,40.0,"N deficient, P excess, K excess",Poor
29,128,198,5.685062404,40.0,"N deficient, P excess, K excess",Poor
2,143,196,5.669489065,40.0,"N deficient, P excess, K excess",Poor
34,140,198,5.751707342,40.0,"N deficient, P excess, K excess",Poor
29,144,204,5.800448951,40.0,"N deficient, P excess, K excess",Poor
32,141,203,5.821347769,40.0,"N deficient, P excess, K excess",Poor
13,144,197,6.28022267,40.0,"N deficient, P excess, K excess",Poor
25,143,198,6.027314401,40.0,"N deficient, P excess, K excess",Poor
9,137,200,5.636687393,40.0,"N deficient, P excess, K excess",Poor
6,144,198,5.559363609,40.0,"N deficient, P excess, K excess",Poor
37,126,196,5.596449493,40.0,"N deficient, P excess, K excess",Poor
2,120,203,5.893492998999999,40.0,"N deficient, P excess, K excess",Poor
11,143,197,5.875718516,40.0,"N deficient, P excess, K excess",Poor
10,141,201,6.386021424,40.0,"N deficient, P excess, K excess",Poor
24,142,202,5.710819862,40.0,"N deficient, P excess, K excess",Poor
23,138,195,5.7959857160000015,40.0,"N deficient, P excess, K excess",Poor
18,125,204,6.046673619,40.0,"N deficient, P excess, K excess",Poor
13,121,196,6.443382913,40.0,"N deficient, P excess, K excess",Poor
26,122,202,5.617227184,40.0,"N deficient, P excess, K excess",Poor
28,123,202,6.442289294,40.0,"N deficient, P excess, K excess",Poor
26,121,201,6.162034371,40.0,"N deficient, P excess, K excess",Poor
21,137,196,5.812781806,40.0,"N deficient, P excess, K excess",Poor
21,135,198,5.7650151260000015,40.0,"N deficient, P excess, K excess",Poor
5,144,205,6.184922574,40.0,"N deficient, P excess, K excess",Poor
2,123,205,5.739652177000001,40.0,"N deficient, P excess, K excess",Poor
15,133,199,5.8247786360000005,40.0,"N deficient, P excess, K excess",Poor
31,130,198,5.554823557000001,40.0,"N deficient, P excess, K excess",Poor
25,143,200,6.024248787,40.0,"N deficient, P excess, K excess",Poor
16,143,204,5.631333387000001,40.0,"N deficient, P excess, K excess",Poor
19,122,202,5.811975094,40.0,"N deficient, P excess, K excess",Poor
10,125,196,5.730557448,40.0,"N deficient, P excess, K excess",Poor
20,139,202,5.66999105,40.0,"N deficient, P excess, K excess",Poor
28,123,198,5.682751473,40.0,"N deficient, P excess, K excess",Poor
28,136,200,6.245858905,40.0,"N deficient, P excess, K excess",Poor
2,131,199,6.017370134,40.0,"N deficient, P excess, K excess",Poor
2,140,197,5.53456749,40.0,"N deficient, P excess, K excess",Poor
27,138,201,5.952367662,40.0,"N deficient, P excess, K excess",Poor
30,127,204,6.126436584,40.0,"N deficient, P excess, K excess",Poor
32,145,203,6.406818518,40.0,"N deficient, P excess, K excess",Poor
29,139,205,6.155939452999999,40.0,"N deficient, P excess, K excess",Poor
26,126,195,5.878568981,40.0,"N deficient, P excess, K excess",Poor
40,136,202,5.935336307999999,50.0,"N deficient, P excess, K excess",Moderate
6,124,200,5.971332179,40.0,"N deficient, P excess, K excess",Poor
35,138,200,5.67130617,40.0,"N deficient, P excess, K excess",Poor
17,136,196,5.882155987999999,40.0,"N deficient, P excess, K excess",Poor
33,134,205,6.08551916,40.0,"N deficient, P excess, K excess",Poor
16,143,197,5.90402645,40.0,"N deficient, P excess, K excess",Poor
27,120,200,6.1102188260000005,40.0,"N deficient, P excess, K excess",Poor
29,145,205,6.212302608,40.0,"N deficient, P excess, K excess",Poor
3,141,197,6.142803397000001,40.0,"N deficient, P excess, K excess",Poor
15,123,204,6.365972687999999,40.0,"N deficient, P excess, K excess",Poor
5,136,195,6.264202804,40.0,"N deficient, P excess, K excess",Poor
10,136,204,6.276198595,40.0,"N deficient, P excess, K excess",Poor
7,141,195,5.514253142,40.0,"N deficient, P excess, K excess",Poor
2,129,201,5.682343744,40.0,"N deficient, P excess, K excess",Poor
29,138,197,5.830892252000001,40.0,"N deficient, P excess, K excess",Poor
30,137,200,5.603413172000001,40.0,"N deficient, P excess, K excess",Poor
29,132,204,6.0967531,40.0,"N deficient, P excess, K excess",Poor
14,139,197,6.056529526,40.0,"N deficient, P excess, K excess",Poor
18,125,203,6.160267496,40.0,"N deficient, P excess, K excess",Poor
33,143,204,5.814434775,40.0,"N deficient, P excess, K excess",Poor
40,144,196,5.987262638,50.0,"N deficient, P excess, K excess",Moderate
9,143,197,5.570020684,40.0,"N deficient, P excess, K excess",Poor
38,135,203,5.9655513110000005,40.0,"N deficient, P excess, K excess",Poor
28,130,196,6.062356467000001,40.0,"N deficient, P excess, K excess",Poor
35,142,203,5.895319002000001,40.0,"N deficient, P excess, K excess",Poor
12,129,205,6.119432215,40.0,"N deficient, P excess, K excess",Poor
1,135,203,5.624203283,40.0,"N deficient, P excess, K excess",Poor
0,145,205,5.52078314,40.0,"N deficient, P excess, K excess",Poor
31,121,201,5.731535257999999,40.0,"N deficient, P excess, K excess",Poor
35,131,203,5.893490899,40.0,"N deficient, P excess, K excess",Poor
29,140,195,5.560521058,40.0,"N deficient, P excess, K excess",Poor
33,138,198,6.222390797999999,40.0,"N deficient, P excess, K excess",Poor
14,140,197,6.071255131,40.0,"N deficient, P excess, K excess",Poor
35,145,195,6.231950009,40.0,"N deficient, P excess, K excess",Poor
40,120,197,5.889480679,50.0,"N deficient, P excess, K excess",Moderate
25,132,198,5.732757516,40.0,"N deficient, P excess, K excess",Poor
31,137,196,6.400321212000001,40.0,"N deficient, P excess, K excess",Poor
36,144,196,6.496934492,40.0,"N deficient, P excess, K excess",Poor
10,140,197,6.229498836,40.0,"N deficient, P excess, K excess",Poor
22,30,12,6.354006743999999,40.0,"N deficient, P deficient, K deficient",Poor
37,6,13,7.511755067999999,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
27,13,6,7.335158382,40.0,"N deficient, P deficient, K deficient",Poor
7,16,9,7.813916602999999,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
20,7,9,7.1291369410000005,40.0,"N deficient, P deficient, K deficient",Poor
26,27,10,6.079998496,40.0,"N deficient, P deficient, K deficient",Poor
5,23,15,7.408939392000001,40.0,"N deficient, P deficient, K deficient",Poor
0,18,14,7.207991261,40.0,"N deficient, P deficient, K deficient",Poor
39,24,14,7.189259647,40.0,"N deficient, P deficient, K deficient",Poor
13,23,6,7.365338111,40.0,"N deficient, P deficient, K deficient",Poor
21,17,15,7.455991072000001,40.0,"N deficient, P deficient, K deficient",Poor
33,12,8,6.822282114,40.0,"N deficient, P deficient, K deficient",Poor
6,9,12,7.028746406000002,40.0,"N deficient, P deficient, K deficient",Poor
19,7,10,6.118430299,40.0,"N deficient, P deficient, K deficient",Poor
24,18,6,6.285312759,40.0,"N deficient, P deficient, K deficient",Poor
9,11,8,6.559236744,40.0,"N deficient, P deficient, K deficient",Poor
31,8,7,7.163245982,40.0,"N deficient, P deficient, K deficient",Poor
22,17,5,6.945562889,40.0,"N deficient, P deficient, K deficient",Poor
13,5,8,7.474710503,40.0,"N deficient, P deficient, K deficient",Poor
16,8,9,7.601189842999999,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
4,13,6,7.5611432239999985,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
0,25,14,6.361671475,40.0,"N deficient, P deficient, K deficient",Poor
8,7,10,6.929216014,40.0,"N deficient, P deficient, K deficient",Poor
4,23,5,7.477935216,40.0,"N deficient, P deficient, K deficient",Poor
33,14,8,7.684420446,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
30,7,15,7.825531916,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
21,29,12,6.438668989,40.0,"N deficient, P deficient, K deficient",Poor
11,14,5,6.946354724,40.0,"N deficient, P deficient, K deficient",Poor
9,8,15,7.994465371,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
5,18,14,7.434118807000001,40.0,"N deficient, P deficient, K deficient",Poor
29,25,14,7.781988584,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
33,12,15,6.052318465,40.0,"N deficient, P deficient, K deficient",Poor
8,16,6,7.106650373,40.0,"N deficient, P deficient, K deficient",Poor
15,14,8,6.22094286,40.0,"N deficient, P deficient, K deficient",Poor
16,7,8,6.420457311,40.0,"N deficient, P deficient, K deficient",Poor
0,12,7,6.969249676,40.0,"N deficient, P deficient, K deficient",Poor
5,25,6,6.0113021810000005,40.0,"N deficient, P deficient, K deficient",Poor
6,8,11,6.600948787999999,40.0,"N deficient, P deficient, K deficient",Poor
10,5,5,7.817846496,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
1,17,6,6.8198271,40.0,"N deficient, P deficient, K deficient",Poor
1,30,10,7.291405641,40.0,"N deficient, P deficient, K deficient",Poor
0,23,15,7.598729065,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
24,27,9,6.157135092000001,40.0,"N deficient, P deficient, K deficient",Poor
36,11,13,7.1917274,40.0,"N deficient, P deficient, K deficient",Poor
40,21,8,7.418761774,50.0,"N deficient, P deficient, K deficient",Moderate
40,22,6,6.488221135,50.0,"N deficient, P deficient, K deficient",Moderate
32,18,13,6.044167236,40.0,"N deficient, P deficient, K deficient",Poor
9,10,10,6.010391864,40.0,"N deficient, P deficient, K deficient",Poor
13,16,8,6.949838549,40.0,"N deficient, P deficient, K deficient",Poor
15,9,11,7.907956251,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
29,11,5,7.639788459,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
1,15,9,7.53350946,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
18,5,11,6.251586885,40.0,"N deficient, P deficient, K deficient",Poor
14,22,9,6.543191814,40.0,"N deficient, P deficient, K deficient",Poor
33,15,7,7.651225301,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
4,6,7,6.708889665,40.0,"N deficient, P deficient, K deficient",Poor
17,16,14,6.625538653,40.0,"N deficient, P deficient, K deficient",Poor
12,20,10,6.528354932,40.0,"N deficient, P deficient, K deficient",Poor
34,29,8,6.450640306,40.0,"N deficient, P deficient, K deficient",Poor
39,28,10,7.181907673,40.0,"N deficient, P deficient, K deficient",Poor
31,25,12,7.016482298,40.0,"N deficient, P deficient, K deficient",Poor
12,6,8,6.388617138,40.0,"N deficient, P deficient, K deficient",Poor
12,29,13,7.57125447,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
26,11,11,7.609348255,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
19,24,15,7.137136973,40.0,"N deficient, P deficient, K deficient",Poor
39,21,9,6.354022554,40.0,"N deficient, P deficient, K deficient",Poor
16,29,13,6.196907944,40.0,"N deficient, P deficient, K deficient",Poor
36,29,13,7.829507245,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
37,23,12,6.395258356,40.0,"N deficient, P deficient, K deficient",Poor
39,9,15,7.992041984,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
31,5,14,6.583411671,40.0,"N deficient, P deficient, K deficient",Poor
18,12,8,6.206053072,40.0,"N deficient, P deficient, K deficient",Poor
20,20,10,6.976997772000001,40.0,"N deficient, P deficient, K deficient",Poor
5,8,5,6.562594972,40.0,"N deficient, P deficient, K deficient",Poor
20,8,12,7.260416405,40.0,"N deficient, P deficient, K deficient",Poor
25,21,11,6.460044777999999,40.0,"N deficient, P deficient, K deficient",Poor
14,19,14,6.699164936,40.0,"N deficient, P deficient, K deficient",Poor
37,18,12,7.401121811,40.0,"N deficient, P deficient, K deficient",Poor
26,15,6,6.912033409,40.0,"N deficient, P deficient, K deficient",Poor
13,22,5,7.764040111,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
32,25,9,7.796034006,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
19,7,9,6.969883482999999,40.0,"N deficient, P deficient, K deficient",Poor
28,7,9,6.730757538,40.0,"N deficient, P deficient, K deficient",Poor
24,30,11,6.601395755,40.0,"N deficient, P deficient, K deficient",Poor
7,17,10,6.465913274,40.0,"N deficient, P deficient, K deficient",Poor
18,23,8,6.41354791,40.0,"N deficient, P deficient, K deficient",Poor
7,20,12,6.475275337,40.0,"N deficient, P deficient, K deficient",Poor
20,23,11,6.407715561,40.0,"N deficient, P deficient, K deficient",Poor
18,14,11,6.550814117000001,40.0,"N deficient, P deficient, K deficient",Poor
34,11,10,7.36220835,40.0,"N deficient, P deficient, K deficient",Poor
20,29,10,7.36549204,40.0,"N deficient, P deficient, K deficient",Poor
37,24,13,7.8546243,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
12,8,10,7.995848977,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
34,10,14,6.725600855,40.0,"N deficient, P deficient, K deficient",Poor
6,13,9,7.786725333,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
27,30,5,7.656978112000001,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
13,8,12,7.105904818,40.0,"N deficient, P deficient, K deficient",Poor
6,7,7,7.199106204,40.0,"N deficient, P deficient, K deficient",Poor
40,17,15,7.871063004,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
31,26,9,7.566165721,30.0,"N deficient, P deficient, K deficient, ph excess",Poor
61,68,50,6.7932454170000005,100.0,No major deficiency,Healthy
58,46,45,6.576261427,100.0,No major deficiency,Healthy
45,47,55,6.751452932,90.0,N deficient,Healthy
39,65,53,6.560743092999999,80.0,N deficient,Healthy
31,68,45,6.938313356,80.0,N deficient,Healthy
70,68,45,6.991626158,100.0,No major deficiency,Healthy
68,62,50,6.977700268,100.0,No major deficiency,Healthy
34,65,47,6.833768535,80.0,N deficient,Healthy
38,68,54,6.739170045,80.0,N deficient,Healthy
69,64,47,6.993473247000001,100.0,No major deficiency,Healthy
58,51,47,6.757470637000001,100.0,No major deficiency,Healthy
59,47,53,6.8506632320000005,100.0,No major deficiency,Healthy
44,64,54,6.74274935,90.0,N deficient,Healthy
56,57,48,6.506120752,100.0,No major deficiency,Healthy
69,60,54,6.98992719,100.0,No major deficiency,Healthy
56,58,49,6.69215564,100.0,No major deficiency,Healthy
49,55,53,6.544029776,90.0,N deficient,Healthy
38,51,52,6.927803911,80.0,N deficient,Healthy
54,65,47,6.721835879,100.0,No major deficiency,Healthy
57,57,51,6.99223441,100.0,No major deficiency,Healthy
39,52,53,6.704204398,80.0,N deficient,Healthy
58,67,45,6.702424548,100.0,No major deficiency,Healthy
61,64,52,6.641098708,100.0,No major deficiency,Healthy
34,62,55,6.585346229,80.0,N deficient,Healthy
31,48,45,6.563134737,80.0,N deficient,Healthy
47,46,52,6.502289472999999,90.0,N deficient,Healthy
32,68,52,6.800321319,80.0,N deficient,Healthy
36,59,46,6.721130542999999,80.0,N deficient,Healthy
61,51,51,6.574677594,100.0,No major deficiency,Healthy
70,54,46,6.919342407,100.0,No major deficiency,Healthy
44,56,49,6.519779582999999,90.0,N deficient,Healthy
34,68,51,6.687088097999999,80.0,N deficient,Healthy
50,59,47,6.747975732,100.0,No major deficiency,Healthy
39,70,52,6.65149129,80.0,N deficient,Healthy
34,61,49,6.502675132,80.0,N deficient,Healthy
44,60,55,6.825371185,90.0,N deficient,Healthy
31,62,52,6.99104104,80.0,N deficient,Healthy
65,62,51,6.5116248410000015,100.0,No major deficiency,Healthy
44,57,53,6.93172108,90.0,N deficient,Healthy
50,47,48,6.712772332999999,100.0,No major deficiency,Healthy
43,50,48,6.63016515,90.0,N deficient,Healthy
